Team Name,Year,Week,Year-Week,Duration,Total Distance(m),Total Player Load,Acc 2m/s2 Total Effort,Acc 3m/s2 Total Effort,Dec 2m/s2 Total Effort,Dec 3m/s2 Total Effort,High Intensity Distance(m),Sprint Distance(m),Maximum Velocity(m/s),IMA COD(left),IMA COD(right),Load Per Minute,Distance Per Minute,Acc-Dec-COD Per Minute,Date,Season
Team1,2021,42,2021-W42,71.02912621359224,5412.781553398058,617.1038834951456,14.310679611650485,1.8640776699029127,14.281553398058252,5.174757281553398,184.73592233009708,19.275728155339806,7.091154261057174,32.398058252427184,33.359223300970875,8.69,76.21,1.33,2021-10-18,2021/22
Team1,2021,43,2021-W43,64.67368421052632,4574.58947368421,527.0136842105263,12.810526315789474,2.0105263157894737,11.021052631578947,3.8210526315789473,146.88,15.021052631578947,6.959356725146199,27.13684210526316,30.210526315789473,8.15,70.73,1.26,2021-10-25,2021/22
Team1,2021,44,2021-W44,67.8641975308642,5324.532098765432,598.6901234567902,15.25925925925926,1.876543209876543,15.530864197530864,5.518518518518518,211.78024691358024,25.261728395061727,7.217078189300412,29.85185185185185,30.580246913580247,8.82,78.46,1.34,2021-11-01,2021/22
Team1,2021,45,2021-W45,61.42857142857143,4444.928571428572,563.0,6.857142857142857,0.5714285714285714,5.714285714285714,0.14285714285714285,170.29999999999998,28.400000000000002,7.166666666666666,16.142857142857142,20.0,9.17,72.36,0.79,2021-11-08,2021/22
Team1,2021,46,2021-W46,67.0,5270.030952380952,605.775,18.654761904761905,2.4047619047619047,15.785714285714286,4.845238095238095,175.32857142857142,17.185714285714283,7.241402116402115,32.607142857142854,33.42857142857143,9.04,78.66,1.5,2021-11-15,2021/22
Team1,2021,47,2021-W47,62.27777777777778,5122.898888888889,563.3,15.811111111111112,2.7777777777777777,15.333333333333334,4.7444444444444445,188.17777777777778,17.595555555555556,7.014506172839506,28.5,30.955555555555556,9.04,82.26,1.45,2021-11-22,2021/22
Team1,2021,48,2021-W48,60.098765432098766,4538.739506172839,512.3172839506173,13.197530864197532,1.691358024691358,11.876543209876543,4.061728395061729,172.06913580246913,16.133333333333333,7.004115226337449,24.45679012345679,26.97530864197531,8.52,75.52,1.27,2021-11-29,2021/22
Team1,2021,49,2021-W49,67.13235294117646,5509.208823529412,631.689705882353,19.58823529411765,2.9411764705882355,16.441176470588236,4.705882352941177,217.8514705882353,24.436764705882354,7.374183006535948,33.35294117647059,34.220588235294116,9.41,82.06,1.54,2021-12-06,2021/22
Team1,2021,50,2021-W50,64.58461538461539,4806.0,537.5184615384615,16.96923076923077,1.676923076923077,15.0,4.876923076923077,120.91384615384615,13.747692307692308,7.108547008547008,29.630769230769232,35.41538461538462,8.32,74.41,1.5,2021-12-13,2021/22
Team1,2021,51,2021-W51,62.142857142857146,4291.853571428571,528.3535714285714,11.214285714285714,0.6785714285714286,11.428571428571429,3.1785714285714284,31.067857142857143,0.7464285714285713,6.674603174603175,39.32142857142857,43.25,8.5,69.06,1.69,2021-12-20,2021/22
Team1,2021,52,2021-W52,62.9622641509434,4680.133962264151,563.8943396226415,14.849056603773585,0.8867924528301887,13.547169811320755,3.0,63.73207547169811,3.188679245283019,6.511006289308176,30.77358490566038,33.679245283018865,8.96,74.33,1.47,2021-12-27,2021/22
Team1,2022,1,2022-W01,65.13725490196079,5417.223529411765,605.1862745098039,17.686274509803923,2.4705882352941178,17.725490196078432,5.588235294117647,175.98823529411763,18.187254901960785,7.1119281045751634,35.27450980392157,37.85294117647059,9.29,83.17,1.67,2022-01-03,2021/22
Team1,2022,2,2022-W02,59.26136363636363,4564.860227272728,505.4056818181818,11.147727272727273,1.1022727272727273,12.511363636363637,3.375,114.50340909090909,10.62840909090909,6.744002525252525,30.556818181818183,31.363636363636363,8.53,77.03,1.44,2022-01-10,2021/22
Team1,2022,3,2022-W03,66.60416666666667,5271.822916666667,572.9343749999999,17.833333333333332,2.1145833333333335,16.791666666666668,4.9375,166.42604166666666,19.204166666666666,7.012152777777778,31.010416666666668,33.5,8.6,79.15,1.49,2022-01-17,2021/22
Team1,2022,4,2022-W04,64.96875,5617.354166666667,598.1166666666667,15.229166666666666,1.8333333333333333,15.708333333333334,4.770833333333333,197.1208333333333,26.181250000000002,7.1915509259259265,28.489583333333332,30.625,9.21,86.46,1.39,2022-01-24,2021/22
Team1,2022,5,2022-W05,66.625,5200.577678571428,584.2294642857142,18.383928571428573,1.6785714285714286,17.116071428571427,5.142857142857143,150.85,15.362499999999999,7.197916666666666,33.080357142857146,34.732142857142854,8.77,78.06,1.55,2022-01-31,2021/22
Team1,2022,6,2022-W06,63.471698113207545,5162.059433962265,574.6905660377358,14.971698113207546,1.9339622641509433,14.528301886792454,4.40566037735849,184.67169811320755,19.87452830188679,7.338312368972746,26.160377358490567,28.27358490566038,9.05,81.33,1.32,2022-02-07,2021/22
Team1,2022,7,2022-W07,64.96629213483146,4622.34606741573,541.3191011235955,16.213483146067414,1.2696629213483146,15.044943820224718,4.078651685393258,106.58426966292134,14.969662921348315,7.150749063670411,35.48314606741573,39.764044943820224,8.33,71.15,1.64,2022-02-14,2021/22
Team1,2022,8,2022-W08,65.71666666666667,4797.2316666666675,562.8416666666667,17.533333333333335,2.2583333333333333,14.2,4.391666666666667,174.38083333333333,10.729166666666666,7.07037037037037,29.55,33.6,8.56,73.0,1.44,2022-02-21,2021/22
Team1,2022,9,2022-W09,61.96511627906977,4924.8348837209305,507.85348837209307,12.709302325581396,1.558139534883721,13.174418604651162,4.1976744186046515,170.16162790697675,21.49767441860465,7.216085271317828,24.569767441860463,29.511627906976745,8.2,79.48,1.29,2022-02-28,2021/22
Team1,2022,10,2022-W10,66.5625,5039.365178571429,564.2732142857143,14.758928571428571,2.205357142857143,15.142857142857142,4.607142857142857,163.48660714285714,25.083928571428572,7.0709325396825395,30.446428571428573,33.49107142857143,8.48,75.71,1.41,2022-03-07,2021/22
Team1,2022,11,2022-W11,62.38793103448276,4912.828448275862,561.1155172413793,13.60344827586207,2.3017241379310347,13.991379310344827,4.301724137931035,138.97931034482758,18.926724137931036,7.0921934865900385,28.54310344827586,30.5,8.99,78.75,1.39,2022-03-14,2021/22
Team1,2022,12,2022-W12,66.65116279069767,5171.062790697674,591.7837209302326,15.674418604651162,2.13953488372093,13.186046511627907,4.906976744186046,179.34883720930233,22.099999999999998,7.651162790697675,24.069767441860463,29.837209302325583,8.88,77.58,1.24,2022-03-21,2021/22
Team1,2022,13,2022-W13,62.2803738317757,4908.654205607477,525.8514018691588,15.94392523364486,2.7196261682242993,14.289719626168225,4.635514018691588,126.06355140186916,16.09532710280374,7.007268951194185,26.05607476635514,29.14018691588785,8.44,78.82,1.37,2022-03-28,2021/22
Team1,2022,14,2022-W14,65.1625,5211.7325,580.7675,16.0125,1.9875,16.4625,4.95,177.46499999999997,23.5775,7.107291666666667,29.6875,33.3375,8.91,79.98,1.47,2022-04-04,2021/22
Team1,2022,15,2022-W15,66.33707865168539,5102.3056179775285,583.4584269662922,15.337078651685394,2.191011235955056,15.179775280898877,5.426966292134831,187.9494382022472,18.5876404494382,7.307428214731585,28.078651685393258,33.19101123595506,8.8,76.91,1.38,2022-04-11,2021/22
Team1,2022,16,2022-W16,66.95192307692308,4771.715384615385,546.9067307692308,18.875,2.548076923076923,17.39423076923077,5.346153846153846,117.81057692307692,14.335576923076925,7.227831196581197,32.55769230769231,35.53846153846154,8.17,71.27,1.56,2022-04-18,2021/22
Team1,2022,17,2022-W17,72.21951219512195,5768.470731707317,632.2939024390244,16.414634146341463,1.670731707317073,16.109756097560975,4.7317073170731705,213.71951219512195,26.809756097560978,7.255420054200542,29.829268292682926,33.96341463414634,8.76,79.87,1.33,2022-04-25,2021/22
Team1,2022,18,2022-W18,66.38888888888889,5333.222222222223,602.6708333333333,15.791666666666666,2.361111111111111,15.36111111111111,4.305555555555555,175.4375,23.197222222222223,7.3476080246913575,27.458333333333332,29.36111111111111,9.08,80.33,1.33,2022-05-02,2021/22
Team1,2022,19,2022-W19,74.33333333333333,5018.533333333334,528.6,12.666666666666666,1.0,14.0,3.0,115.8,12.533333333333333,6.851851851851851,21.333333333333332,27.333333333333332,7.11,67.51,1.01,2022-05-09,2021/22
Team1,2022,20,2022-W20,,,,,,,,,,,,,,,,2022-05-16,2021/22
Team1,2022,21,2022-W21,,,,,,,,,,,,,,,,2022-05-23,2021/22
Team1,2022,22,2022-W22,,,,,,,,,,,,,,,,2022-05-30,2021/22
Team1,2022,23,2022-W23,,,,,,,,,,,,,,,,2022-06-06,2021/22
Team1,2022,24,2022-W24,70.33333333333333,4103.2,588.3000000000001,1.6666666666666667,0.0,2.0,1.0,10.833333333333334,0.0,5.685185185185184,28.0,32.0,8.36,58.34,0.91,2022-06-13,2021/22
Team1,2022,25,2022-W25,52.976377952755904,4226.526771653544,478.8055118110236,14.566929133858268,0.6692913385826772,10.259842519685039,2.0078740157480315,80.96220472440946,1.9401574803149604,6.340551181102362,23.19685039370079,25.543307086614174,9.04,79.78,1.39,2022-06-20,2021/22
Team1,2022,26,2022-W26,73.7431693989071,5449.384153005465,596.7267759562842,17.97814207650273,2.9234972677595628,13.366120218579235,4.180327868852459,189.62841530054644,14.371584699453551,7.294171220400728,27.469945355191257,29.939890710382514,8.09,73.9,1.2,2022-06-27,2021/22
Team1,2022,27,2022-W27,69.73118279569893,5221.451612903225,564.0258064516129,16.161290322580644,2.172043010752688,15.150537634408602,5.21505376344086,238.39569892473116,27.091397849462364,7.530764635603345,25.129032258064516,28.225806451612904,8.09,74.88,1.21,2022-07-04,2022/23
Team1,2022,28,2022-W28,77.67088607594937,5376.734177215189,616.3607594936709,19.449367088607595,3.1582278481012658,16.246835443037973,4.917721518987341,143.76455696202532,22.476582278481015,7.1835443037974684,33.55696202531646,37.13291139240506,7.94,69.22,1.37,2022-07-11,2022/23
Team1,2022,29,2022-W29,74.89075630252101,6045.420168067227,649.4831932773109,16.386554621848738,2.5210084033613445,16.22689075630252,4.563025210084033,253.2327731092437,33.607563025210084,7.756769374416433,27.991596638655462,30.705882352941178,8.67,80.72,1.22,2022-07-18,2022/23
Team1,2022,30,2022-W30,76.72448979591837,6221.392857142857,679.530612244898,19.153061224489797,2.8877551020408165,16.244897959183675,5.255102040816326,276.0367346938775,34.898979591836735,7.63718820861678,30.285714285714285,34.11224489795919,8.86,81.09,1.3,2022-07-25,2022/23
Team1,2022,31,2022-W31,79.11382113821138,5549.905691056911,615.9016260162601,18.08130081300813,2.2845528455284554,14.138211382113822,3.910569105691057,137.10731707317075,12.518699186991869,7.119918699186992,33.27642276422764,38.853658536585364,7.79,70.15,1.32,2022-08-01,2022/23
Team1,2022,32,2022-W32,73.8015873015873,5178.373015873016,570.0507936507936,17.666666666666668,2.2777777777777777,13.777777777777779,4.261904761904762,189.3095238095238,22.49047619047619,7.262125220458553,30.063492063492063,33.976190476190474,7.72,70.17,1.29,2022-08-08,2022/23
Team1,2022,33,2022-W33,63.8041237113402,5199.332989690722,558.7268041237113,15.11340206185567,2.3092783505154637,14.24742268041237,5.010309278350515,213.940206185567,26.165979381443297,7.31758304696449,23.45360824742268,25.350515463917525,8.76,81.49,1.23,2022-08-15,2022/23
Team1,2022,34,2022-W34,76.38636363636364,5255.168181818181,585.1666666666666,17.181818181818183,2.7954545454545454,15.765151515151516,5.0227272727272725,211.80378787878786,19.96212121212121,7.397306397306397,32.14393939393939,36.14393939393939,7.66,68.8,1.33,2022-08-22,2022/23
Team1,2022,35,2022-W35,60.97540983606557,4582.067213114754,514.855737704918,14.90983606557377,2.2049180327868854,12.245901639344263,3.7868852459016393,173.71967213114755,17.737704918032787,7.1773679417122045,25.524590163934427,29.516393442622952,8.44,75.15,1.35,2022-08-29,2022/23
Team1,2022,36,2022-W36,75.82758620689656,5410.313793103448,602.2264367816092,16.770114942528735,2.9310344827586206,13.758620689655173,4.436781609195402,284.46436781609196,34.251724137931035,7.308109833971903,27.04597701149425,30.885057471264368,7.94,71.35,1.17,2022-09-05,2022/23
Team1,2022,37,2022-W37,69.7433628318584,5192.2283185840715,584.0964601769911,17.8141592920354,2.575221238938053,14.938053097345133,5.407079646017699,231.83274336283185,30.284955752212387,7.175270403146509,26.858407079646017,31.557522123893804,8.37,74.45,1.31,2022-09-12,2022/23
Team1,2022,38,2022-W38,69.75510204081633,5476.869387755101,638.0285714285715,16.591836734693878,1.653061224489796,15.10204081632653,4.448979591836735,163.40612244897957,17.824489795918367,6.967120181405895,29.918367346938776,33.30612244897959,9.15,78.52,1.36,2022-09-19,2022/23
Team1,2022,39,2022-W39,67.84269662921348,5268.4898876404495,596.7887640449438,17.89887640449438,1.7865168539325842,13.97752808988764,4.595505617977528,171.2044943820225,22.553932584269663,7.421972534332085,31.247191011235955,33.49438202247191,8.8,77.66,1.42,2022-09-26,2022/23
Team1,2022,40,2022-W40,67.6923076923077,5931.767032967034,641.0483516483516,17.153846153846153,2.087912087912088,15.219780219780219,4.373626373626373,229.34065934065933,24.74065934065934,7.402930402930402,25.395604395604394,29.978021978021978,9.47,87.63,1.3,2022-10-03,2022/23
Team1,2022,41,2022-W41,63.73,4868.6759999999995,546.799,15.75,1.97,12.83,4.48,167.37400000000002,19.149,7.272222222222222,25.87,29.0,8.58,76.4,1.31,2022-10-10,2022/23
Team1,2022,42,2022-W42,62.30107526881721,5016.301075268817,565.1548387096774,13.387096774193548,1.8494623655913978,11.612903225806452,3.967741935483871,175.80107526881721,21.84731182795699,6.830943847072879,27.49462365591398,29.225806451612904,9.07,80.52,1.31,2022-10-17,2022/23
Team1,2022,43,2022-W43,67.5,5019.669642857143,548.2901785714286,15.428571428571429,2.1339285714285716,13.482142857142858,4.410714285714286,212.3232142857143,18.391964285714288,7.4603174603174605,25.107142857142858,30.473214285714285,8.12,74.37,1.25,2022-10-24,2022/23
Team1,2022,44,2022-W44,57.1505376344086,4067.6473118279573,473.14623655913977,16.06451612903226,2.161290322580645,12.709677419354838,4.064516129032258,165.72150537634408,0.9086021505376344,7.410095579450418,27.043010752688172,30.387096774193548,8.28,71.17,1.51,2022-10-31,2022/23
Team1,2022,45,2022-W45,66.2741935483871,5555.393548387097,636.4483870967742,16.225806451612904,2.629032258064516,13.790322580645162,4.645161290322581,191.25322580645164,10.63225806451613,7.173387096774194,28.258064516129032,30.241935483870968,9.6,83.82,1.34,2022-11-07,2022/23
Team1,2022,46,2022-W46,71.82352941176471,5570.905882352941,651.4808823529411,21.86764705882353,3.176470588235294,17.5,4.676470588235294,185.49117647058824,0.0,7.372549019607843,35.455882352941174,41.470588235294116,9.07,77.56,1.62,2022-11-14,2022/23
Team1,2022,47,2022-W47,61.5,5300.029545454545,576.9045454545454,14.761363636363637,1.7159090909090908,13.454545454545455,3.9545454545454546,200.5772727272727,0.0,7.250315656565656,27.181818181818183,29.011363636363637,9.38,86.18,1.37,2022-11-21,2022/23
Team1,2022,48,2022-W48,75.08433734939759,6230.903614457831,676.5686746987951,21.674698795180724,2.289156626506024,16.40963855421687,7.831325301204819,302.1734939759036,0.0,7.353748326639892,29.120481927710845,32.795180722891565,9.01,82.99,1.33,2022-11-28,2022/23
Team1,2022,49,2022-W49,67.9126213592233,5000.388349514563,574.716504854369,14.689320388349515,2.8737864077669903,12.20388349514563,4.339805825242719,172.38834951456312,0.0,7.121089536138079,26.42718446601942,29.941747572815533,8.46,73.63,1.23,2022-12-05,2022/23
Team1,2022,50,2022-W50,65.11688311688312,5148.133766233766,602.135064935065,13.35064935064935,1.051948051948052,11.324675324675324,3.4545454545454546,151.5,0.0,6.759740259740259,29.636363636363637,31.805194805194805,9.25,79.06,1.32,2022-12-12,2022/23
Team1,2022,51,2022-W51,61.8,4506.44,515.56,15.342857142857143,2.2285714285714286,13.085714285714285,3.6,108.16285714285715,0.0,6.985714285714286,26.742857142857144,29.685714285714287,8.34,72.92,1.37,2022-12-19,2022/23
Team1,2022,52,2022-W52,63.90163934426229,4750.973770491803,543.2278688524591,12.934426229508198,1.0327868852459017,10.360655737704919,2.639344262295082,110.91967213114755,0.0,6.879781420765028,29.508196721311474,34.114754098360656,8.5,74.35,1.36,2022-12-26,2022/23
Team1,2023,1,2023-W01,64.96938775510205,5081.377551020408,568.0887755102041,20.816326530612244,3.0714285714285716,15.73469387755102,4.469387755102041,239.34489795918367,0.0,7.384353741496598,28.408163265306122,31.081632653061224,8.74,78.21,1.48,2023-01-02,2022/23
Team1,2023,2,2023-W02,67.48484848484848,5904.557575757575,646.3924242424242,14.196969696969697,1.9090909090909092,13.015151515151516,4.848484848484849,260.31060606060606,0.0,7.319023569023569,26.060606060606062,29.060606060606062,9.58,87.49,1.22,2023-01-09,2022/23
Team1,2023,3,2023-W03,68.5875,5495.5112500000005,620.1975,13.1625,2.1375,12.925,3.95,195.12375,0.91375,7.339930555555556,28.85,29.6375,9.04,80.12,1.23,2023-01-16,2022/23
Team1,2023,4,2023-W04,65.45569620253164,5042.745569620253,582.4240506329114,12.683544303797468,1.139240506329114,12.164556962025317,3.2531645569620253,148.36708860759492,0.8607594936708861,6.931434599156119,25.531645569620252,26.949367088607595,8.9,77.04,1.18,2023-01-23,2022/23
Team1,2023,5,2023-W05,66.95833333333333,6016.843055555556,668.8597222222222,14.76388888888889,2.0555555555555554,14.73611111111111,4.333333333333333,230.4486111111111,3.5277777777777777,7.570601851851852,31.86111111111111,33.06944444444444,9.99,89.86,1.41,2023-01-30,2022/23
Team1,2023,6,2023-W06,67.93333333333334,5199.950666666667,572.8706666666667,17.56,2.3466666666666667,13.866666666666667,5.04,214.75199999999998,0.9533333333333334,7.529629629629629,27.6,29.413333333333334,8.43,76.54,1.3,2023-02-06,2022/23
Team1,2023,7,2023-W07,65.30392156862744,5046.792156862745,557.9960784313726,16.254901960784313,2.5686274509803924,13.46078431372549,3.9901960784313726,172.18627450980392,2.2215686274509805,7.514705882352941,30.92156862745098,31.88235294117647,8.54,77.28,1.42,2023-02-13,2022/23
Team1,2023,8,2023-W08,72.6421052631579,4701.743157894736,544.62,14.452631578947368,2.031578947368421,13.51578947368421,4.389473684210526,141.47368421052633,2.4800000000000004,7.1456140350877195,31.48421052631579,33.94736842105263,7.5,64.72,1.29,2023-02-20,2022/23
Team1,2023,9,2023-W09,64.92592592592592,5008.325925925927,554.541975308642,17.34567901234568,2.234567901234568,15.308641975308642,5.061728395061729,199.74567901234568,3.0444444444444443,7.632716049382716,28.679012345679013,29.54320987654321,8.54,77.14,1.4,2023-02-27,2022/23
Team1,2023,10,2023-W10,65.76712328767124,5617.094520547946,611.0671232876713,16.17808219178082,2.0684931506849313,15.917808219178083,5.191780821917808,255.06712328767125,3.2972602739726025,7.885844748858447,27.493150684931507,28.616438356164384,9.29,85.41,1.34,2023-03-06,2022/23
Team1,2023,11,2023-W11,61.04651162790697,4746.736046511628,528.3244186046512,13.232558139534884,1.8604651162790697,11.674418604651162,3.895348837209302,178.48837209302326,2.2627906976744185,7.473837209302325,25.988372093023255,28.790697674418606,8.65,77.76,1.31,2023-03-13,2022/23
Team1,2023,12,2023-W12,65.14285714285714,5316.15306122449,593.0244897959184,17.979591836734695,2.6530612244897958,14.306122448979592,4.6938775510204085,268.38367346938776,1.1857142857142857,7.6479591836734695,28.244897959183675,31.285714285714285,9.1,81.61,1.41,2023-03-20,2022/23
Team1,2023,13,2023-W13,65.51807228915662,4839.303614457832,534.9650602409638,17.40963855421687,2.3734939759036147,13.036144578313253,3.8072289156626504,203.77710843373495,3.645783132530121,7.403949129852744,28.120481927710845,32.44578313253012,8.17,73.86,1.39,2023-03-27,2022/23
Team1,2023,14,2023-W14,68.57142857142857,5537.298571428571,610.9785714285714,14.642857142857142,2.4,12.528571428571428,4.271428571428571,278.70714285714286,6.542857142857143,7.58531746031746,26.928571428571427,30.542857142857144,8.91,80.75,1.23,2023-04-03,2022/23
Team1,2023,15,2023-W15,60.27906976744186,5370.78023255814,585.5279069767442,15.837209302325581,2.186046511627907,14.918604651162791,4.930232558139535,231.32441860465119,2.8569767441860465,7.713178294573644,31.151162790697676,33.127906976744185,9.71,89.1,1.58,2023-04-10,2022/23
Team1,2023,16,2023-W16,58.655913978494624,4197.975268817205,485.7043010752688,13.67741935483871,1.8494623655913978,11.720430107526882,3.7419354838709675,151.90967741935484,4.079569892473118,7.393966547192354,29.559139784946236,32.12903225806452,8.28,71.57,1.48,2023-04-17,2022/23
Team1,2023,17,2023-W17,58.607594936708864,5006.23670886076,547.0025316455695,15.987341772151899,1.7088607594936709,15.481012658227849,4.7974683544303796,228.8215189873418,1.2443037974683546,7.434950773558368,29.0,30.746835443037973,9.33,85.42,1.56,2023-04-24,2022/23
Team1,2023,18,2023-W18,55.61290322580645,4575.262903225806,488.90161290322584,10.564516129032258,2.338709677419355,9.03225806451613,3.5,176.80483870967743,0.0,7.054659498207885,18.20967741935484,20.14516129032258,8.79,82.27,1.04,2023-05-01,2022/23
Team1,2023,19,2023-W19,60.96969696969697,3785.060606060606,428.4181818181818,12.969696969696969,4.0,9.636363636363637,4.0606060606060606,161.20000000000002,0.9363636363636363,6.848484848484849,21.242424242424242,21.606060606060606,7.03,62.08,1.07,2023-05-08,2022/23
Team1,2023,20,2023-W20,45.5,2425.775,333.35,4.5,0.875,2.75,0.0,396.9625,0.0,6.336805555555555,13.5,11.375,7.33,53.31,0.71,2023-05-15,2022/23
Team1,2023,21,2023-W21,66.18181818181819,3335.4363636363637,416.8454545454546,8.181818181818182,1.8181818181818181,3.909090909090909,0.5454545454545454,341.76363636363635,0.0,6.659090909090909,21.636363636363637,23.363636363636363,6.3,50.4,0.86,2023-05-22,2022/23
Team1,2023,22,2023-W22,54.375,3020.7125,394.8,16.0,1.625,3.75,0.5,188.0875,0.0,6.847222222222221,17.25,15.125,7.26,55.55,0.96,2023-05-29,2022/23
Team1,2023,23,2023-W23,48.0,2658.15,324.81666666666666,4.166666666666667,2.3333333333333335,1.3333333333333333,1.0,256.93333333333334,0.0,6.625,9.833333333333334,9.666666666666666,6.77,55.38,0.52,2023-06-05,2022/23
Team1,2023,24,2023-W24,75.375,3909.575,475.1875,12.75,1.0,6.75,0.625,58.512499999999996,0.0,6.086805555555555,20.875,18.625,6.3,51.87,0.78,2023-06-12,2022/23
Team1,2023,25,2023-W25,54.951219512195124,4069.3500000000004,488.4353658536585,12.353658536585366,1.0853658536585367,4.670731707317073,1.5365853658536586,362.90975609756094,0.34146341463414637,6.538617886178861,22.109756097560975,21.75609756097561,8.89,74.05,1.11,2023-06-19,2022/23
Team1,2023,26,2023-W26,73.384,4917.144,549.0512,19.336,1.976,13.488,3.568,307.784,0.5928,7.4,29.776,34.168,7.48,67.01,1.32,2023-06-26,2022/23
Team1,2023,52,2023-W52,,,,,,,,,,,,,,,,2023-12-25,
Team2,2021,26,2021-W26,,,,,,,,,,,,,,,,2021-06-28,
Team2,2021,27,2021-W27,61.97849462365591,4970.1107526881715,552.7784946236559,16.849462365591396,1.3118279569892473,14.075268817204302,3.5591397849462365,185.13978494623655,21.46989247311828,7.153524492234169,26.49462365591398,30.043010752688172,8.92,80.19,1.41,2021-07-05,2021/22
Team2,2021,28,2021-W28,80.7816091954023,5916.743678160919,640.0011494252874,19.0,2.896551724137931,16.24137931034483,5.528735632183908,199.66551724137932,17.03448275862069,6.842911877394636,25.919540229885058,29.977011494252874,7.92,73.24,1.13,2021-07-12,2021/22
